user_id,first_approved_day,s2_approved_contracts,s2_total_usdt,s1_usdt_requests,is_completely_new,수집시각(KST)
4bafdb7d-66b2-4ba1-9a73-1111b5ee1f7a,2026-06-30,3,2800,11,0,2026-07-08 05:04:24
4d0884b3-6cbf-47fb-a36d-3fa3ed869921,2026-06-30,2,2040,27,0,2026-07-08 05:04:24
59cbf439-53fa-4546-b467-059e74332c82,2026-06-30,3,3040,101,0,2026-07-08 05:04:24
5f540d6a-c29c-424b-bc11-fe636426756e,2026-06-30,3,2740,35,0,2026-07-08 05:04:24
736f2d79-40d4-4306-b016-4f969a164537,2026-06-30,3,6880,22,0,2026-07-08 05:04:24
7425ed86-3c4e-4c00-9738-bbc39d506c6c,2026-06-30,2,2040,59,0,2026-07-08 05:04:24
74fdb82a-a175-449e-b8a0-f2774af5ef31,2026-06-30,6,14460,69,0,2026-07-08 05:04:24
764fc48c-bf01-4950-bcc7-2b9793363c7b,2026-06-30,2,2500,24,0,2026-07-08 05:04:24
796312f5-934d-4a7e-9aab-beab5a24193c,2026-06-30,4,8820,25,0,2026-07-08 05:04:24
7fad5a99-56d7-49f5-a5d1-a08a17b5c8f9,2026-06-30,1,2000,92,0,2026-07-08 05:04:24
93c4e558-d309-43e0-a2a6-8f34bf81bacc,2026-06-30,3,2440,216,0,2026-07-08 05:04:24
9c932d50-09a7-4a96-a529-483bcaa6a0c0,2026-06-30,2,2040,14,0,2026-07-08 05:04:24
9e80f531-2b17-4a92-b4e8-eb55ff0d51ad,2026-06-30,3,3420,87,0,2026-07-08 05:04:24
a32842c8-0bbd-477a-afe5-a5c50351b9c3,2026-06-30,3,2240,18,0,2026-07-08 05:04:24
a500595a-f59b-49cc-878a-1753ea19ced2,2026-06-30,3,2540,42,0,2026-07-08 05:04:24
b3f0224d-c5ed-4f2d-ac43-f272198e0dea,2026-06-30,3,13560,15,0,2026-07-08 05:04:24
b5401bd1-b402-4c49-b2f3-55a16ad464cd,2026-06-30,2,3000,262,0,2026-07-08 05:04:24
b6c70848-4388-4d8d-9159-f29eb4f72272,2026-06-30,3,2740,18,0,2026-07-08 05:04:24
bb9b63bd-0ec7-43c5-b4dd-14f2b96fdb01,2026-06-30,3,2200,15,0,2026-07-08 05:04:24
bcff8922-d6fd-483a-8107-894b7d81fa25,2026-06-30,3,2240,251,0,2026-07-08 05:04:24
bee455bc-b37f-4ccb-a4e4-81d4929dd1c0,2026-06-30,3,2640,69,0,2026-07-08 05:04:24
c6d663dd-b0aa-4b1e-b262-e14fcd99c466,2026-06-30,4,3140,152,0,2026-07-08 05:04:24
d373fe9b-1a08-4d3f-b72d-2501085bbbe9,2026-06-30,15,15300,107,0,2026-07-08 05:04:24
d3a40aac-2172-4492-8d54-d9eebfa1bb94,2026-06-30,5,4560,140,0,2026-07-08 05:04:24
dceb0b18-747b-4d82-80c5-0533d0aba829,2026-06-30,1,2000,69,0,2026-07-08 05:04:24
e4738989-2f9d-4561-94fe-af80ddd65f36,2026-06-30,4,24640,37,0,2026-07-08 05:04:24
f33a046c-fb8b-4f58-84d5-cdeb4d3373f2,2026-06-30,3,3040,80,0,2026-07-08 05:04:24
f9d058f3-ff92-49f2-b43a-a5a9752854cc,2026-06-30,2,2040,5,0,2026-07-08 05:04:24
fb648d79-1209-44dc-89b6-6e541bf783e1,2026-06-30,5,5200,62,0,2026-07-08 05:04:24
024c1799-1dab-41c9-9956-c3ba3db29d7d,2026-07-01,2,2040,17,0,2026-07-08 05:04:24
02bbd196-c176-4862-bf38-d4f67b80a889,2026-07-01,2,3000,266,0,2026-07-08 05:04:24
031c468f-e36b-42d5-bc38-1f918bf1f2a4,2026-07-01,5,17920,240,0,2026-07-08 05:04:24
065cbc83-e605-4186-a98f-1bb3892e5d76,2026-07-01,3,2540,86,0,2026-07-08 05:04:24
08ce54e7-6b5f-459f-a596-0fbea695395e,2026-07-01,2,2500,2,0,2026-07-08 05:04:24
0a7bbf0e-0123-408f-a87e-056111b13738,2026-07-01,2,3000,22,0,2026-07-08 05:04:24
12f154c5-ca08-4d23-a2fe-eef0cefbe46b,2026-07-01,1,2000,103,0,2026-07-08 05:04:24
1542254a-3bbd-4eb4-90f2-382d0f5d978f,2026-07-01,2,3000,84,0,2026-07-08 05:04:24
15bd262e-5b3b-4d13-8483-a6c9d028677b,2026-07-01,7,13680,248,0,2026-07-08 05:04:24
16ad048b-05f6-4e19-8fba-76e6bbed5d72,2026-07-01,1,2000,134,0,2026-07-08 05:04:24
19bd5544-eb8a-4122-b4b5-6b2405ea8053,2026-07-01,2,2500,100,0,2026-07-08 05:04:24
